Assets under management,Brokers,City,Cost ratio,Date,Educational qualifications,Gender,ID,Insurer,People,Policy tenuer,Premium,Premium 1,Profitability,Sahreholding pattern,Stakeholder,Age,Calculation1,Calculation2,Value Created,Zero
Equity,Puja,Jamshedpur,Commission ratio,22-01-2021,Graduate,Male,6867.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12690504.8571428,12690504.8571428,12690504.8571428,0
Equity,Puja,Jamshedpur,Commission ratio,29-01-2021,Graduate,Male,6878.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12724920.8571428,12724920.8571428,12724920.8571428,0
Equity,Puja,Jamshedpur,Commission ratio,08-02-2021,Graduate,Male,6893.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12774086.5714286,12774086.5714286,12774086.5714286,0
Equity,Puja,Jamshedpur,Commission ratio,15-02-2021,Graduate,Male,6903.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12808502.5714286,12808502.5714286,12808502.5714286,0
Equity,Puja,Jamshedpur,Commission ratio,22-02-2021,Graduate,Male,6914.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12842918.5714286,12842918.5714286,12842918.5714286,0
Equity,Puja,Jamshedpur,Commission ratio,04-03-2021,Graduate,Male,6929.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12892084.2857143,12892084.2857143,12892084.2857143,0
Equity,Puja,Jamshedpur,Commission ratio,11-03-2021,Graduate,Male,6939.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12926500.2857143,12926500.2857143,12926500.2857143,0
Equity,Puja,Jamshedpur,Commission ratio,18-03-2021,Graduate,Male,6950.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12960916.2857143,12960916.2857143,12960916.2857143,0
Equity,Puja,Jamshedpur,Commission ratio,28-03-2021,Graduate,Male,6965.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13010082,13010082,13010082,0
Equity,Puja,Jamshedpur,Commission ratio,04-04-2021,Graduate,Male,6975.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13044498,13044498,13044498,0
Equity,Puja,Jamshedpur,Commission ratio,11-04-2021,Graduate,Male,6986.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13078914,13078914,13078914,0
Equity,Puja,Jamshedpur,Commission ratio,21-04-2021,Graduate,Male,7001.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13128079.7142857,13128079.7142857,13128079.7142857,0
Equity,Puja,Jamshedpur,Commission ratio,28-04-2021,Graduate,Male,7011.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13162495.7142857,13162495.7142857,13162495.7142857,0
Equity,Puja,Jamshedpur,Commission ratio,05-05-2021,Graduate,Male,7022.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13196911.7142857,13196911.7142857,13196911.7142857,0
Equity,Puja,Jamshedpur,Commission ratio,15-05-2021,Graduate,Male,7037.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13246077.4285714,13246077.4285714,13246077.4285714,0
Equity,Puja,Jamshedpur,Commission ratio,22-05-2021,Graduate,Male,7047.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13280493.4285714,13280493.4285714,13280493.4285714,0
Equity,Puja,Jamshedpur,Commission ratio,29-05-2021,Graduate,Male,7058.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13314909.4285714,13314909.4285714,13314909.4285714,0
Equity,Puja,Jamshedpur,Commission ratio,08-06-2021,Graduate,Male,7073.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13364075.1428571,13364075.1428571,13364075.1428571,0
Equity,Puja,Jamshedpur,Commission ratio,15-06-2021,Graduate,Male,7083.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13398491.1428571,13398491.1428571,13398491.1428571,0
Equity,Puja,Jamshedpur,Commission ratio,22-06-2021,Graduate,Male,7094.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13432907.1428571,13432907.1428571,13432907.1428571,0
Equity,Puja,Jamshedpur,Commission ratio,02-07-2021,Graduate,Male,7109.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13482072.8571428,13482072.8571428,13482072.8571428,0
Equity,Puja,Jamshedpur,Commission ratio,09-07-2021,Graduate,Male,7119.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13516488.8571428,13516488.8571428,13516488.8571428,0
Equity,Puja,Jamshedpur,Commission ratio,16-07-2021,Graduate,Male,7130.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13550904.8571428,13550904.8571428,13550904.8571428,0
Equity,Puja,Jamshedpur,Commission ratio,26-07-2021,Graduate,Male,7145.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13600070.5714286,13600070.5714286,13600070.5714286,0
Equity,Puja,Jamshedpur,Commission ratio,02-08-2021,Graduate,Male,7155.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13634486.5714286,13634486.5714286,13634486.5714286,0
Equity,Puja,Jamshedpur,Commission ratio,09-08-2021,Graduate,Male,7166.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13668902.5714286,13668902.5714286,13668902.5714286,0
Equity,Puja,Jamshedpur,Commission ratio,19-08-2021,Graduate,Male,7181.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13718068.2857143,13718068.2857143,13718068.2857143,0
Equity,Puja,Jamshedpur,Commission ratio,26-08-2021,Graduate,Male,7191.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13752484.2857143,13752484.2857143,13752484.2857143,0
Equity,Puja,Jamshedpur,Commission ratio,02-09-2021,Graduate,Male,7202.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13786900.2857143,13786900.2857143,13786900.2857143,0
Equity,Puja,Jamshedpur,Commission ratio,12-09-2021,Graduate,Male,7217.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13836066,13836066,13836066,0
Equity,Puja,Jamshedpur,Commission ratio,19-09-2021,Graduate,Male,7227.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13870482,13870482,13870482,0
Equity,Puja,Jamshedpur,Commission ratio,26-09-2021,Graduate,Male,7238.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13904898,13904898,13904898,0
Equity,Puja,Jamshedpur,Commission ratio,06-10-2021,Graduate,Male,7253.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13954063.7142857,13954063.7142857,13954063.7142857,0
Equity,Puja,Jamshedpur,Commission ratio,13-10-2021,Graduate,Male,7263.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13988479.7142857,13988479.7142857,13988479.7142857,0
Equity,Puja,Jamshedpur,Commission ratio,20-10-2021,Graduate,Male,7274.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14022895.7142857,14022895.7142857,14022895.7142857,0
Equity,Puja,Jamshedpur,Commission ratio,30-10-2021,Graduate,Male,7289.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14072061.4285714,14072061.4285714,14072061.4285714,0
Equity,Puja,Jamshedpur,Commission ratio,06-11-2021,Graduate,Male,7299.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14106477.4285714,14106477.4285714,14106477.4285714,0
Equity,Puja,Jamshedpur,Commission ratio,13-11-2021,Graduate,Male,7310.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14140893.4285714,14140893.4285714,14140893.4285714,0
Equity,Puja,Jamshedpur,Commission ratio,23-11-2021,Graduate,Male,7325.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14190059.1428571,14190059.1428571,14190059.1428571,0
Equity,Puja,Jamshedpur,Commission ratio,30-11-2021,Graduate,Male,7335.833333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14224475.1428571,14224475.1428571,14224475.1428571,0
Equity,Puja,Jamshedpur,Commission ratio,07-12-2021,Graduate,Male,7346.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14258891.1428571,14258891.1428571,14258891.1428571,0
Equity,Puja,Jamshedpur,Commission ratio,17-12-2021,Graduate,Male,7361.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14308056.8571428,14308056.8571428,14308056.8571428,0
Equity,Puja,Jamshedpur,Commission ratio,24-12-2021,Graduate,Male,7371.833333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14342472.8571428,14342472.8571428,14342472.8571428,0
Equity,Puja,Jamshedpur,Commission ratio,31-12-2021,Graduate,Male,7382.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14376888.8571428,14376888.8571428,14376888.8571428,0
Equity,Puja,Jamshedpur,Commission ratio,10-01-2022,Graduate,Male,7397.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14426054.5714286,14426054.5714286,14426054.5714286,0
Equity,Puja,Jamshedpur,Commission ratio,17-01-2022,Graduate,Male,7407.833333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14460470.5714286,14460470.5714286,14460470.5714286,0
Equity,Puja,Jamshedpur,Commission ratio,24-01-2022,Graduate,Male,7418.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14494886.5714286,14494886.5714286,14494886.5714286,0
Equity,Puja,Jamshedpur,Commission ratio,03-02-2022,Graduate,Male,7433.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14544052.2857143,14544052.2857143,14544052.2857143,0
Equity,Puja,Jamshedpur,Commission ratio,10-02-2022,Graduate,Male,7443.833333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14578468.2857143,14578468.2857143,14578468.2857143,0
Equity,Puja,Jamshedpur,Commission ratio,17-02-2022,Graduate,Male,7454.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14612884.2857143,14612884.2857143,14612884.2857143,0
Equity,Puja,Jamshedpur,Commission ratio,27-02-2022,Graduate,Male,7469.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14662050,14662050,14662050,0
Equity,Puja,Jamshedpur,Commission ratio,06-03-2022,Graduate,Male,7479.833333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14696466,14696466,14696466,0
Equity,Puja,Jamshedpur,Commission ratio,13-03-2022,Graduate,Male,7490.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14730882,14730882,14730882,0
Equity,Puja,Jamshedpur,Commission ratio,23-03-2022,Graduate,Male,7505.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14780047.7142857,14780047.7142857,14780047.7142857,0
Equity,Puja,Jamshedpur,Commission ratio,30-03-2022,Graduate,Male,7515.833333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14814463.7142857,14814463.7142857,14814463.7142857,0
Equity,Puja,Jamshedpur,Commission ratio,06-04-2022,Graduate,Male,7526.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14848879.7142857,14848879.7142857,14848879.7142857,0
Equity,Puja,Jamshedpur,Commission ratio,16-04-2022,Graduate,Male,7541.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14898045.4285714,14898045.4285714,14898045.4285714,0
Equity,Puja,Jamshedpur,Commission ratio,23-04-2022,Graduate,Male,7551.833333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14932461.4285714,14932461.4285714,14932461.4285714,0
Equity,Puja,Jamshedpur,Commission ratio,30-04-2022,Graduate,Male,7562.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14966877.4285714,14966877.4285714,14966877.4285714,0
Equity,Puja,Jamshedpur,Commission ratio,10-05-2022,Graduate,Male,7577.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,15016043.1428571,15016043.1428571,15016043.1428571,0
Equity,Puja,Jamshedpur,Commission ratio,11-10-2020,Graduate,Male,6713.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,50,12184098,12184098,12184098,0
Equity,Puja,Jamshedpur,Commission ratio,18-10-2020,Graduate,Male,6723.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,50,12218514,12218514,12218514,0
Equity,Puja,Jamshedpur,Commission ratio,25-10-2020,Graduate,Male,6734.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,50,12252930,12252930,12252930,0
Equity,Puja,Jamshedpur,Commission ratio,04-11-2020,Graduate,Male,6749.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,50,12302095.7142857,12302095.7142857,12302095.7142857,0
Equity,Puja,Jamshedpur,Commission ratio,11-11-2020,Graduate,Male,6759.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,50,12336511.7142857,12336511.7142857,12336511.7142857,0
Equity,Puja,Jamshedpur,Commission ratio,18-11-2020,Graduate,Male,6770.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,50,12370927.7142857,12370927.7142857,12370927.7142857,0
Equity,Puja,Jamshedpur,Commission ratio,28-11-2020,Graduate,Male,6785.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,50,12420093.4285714,12420093.4285714,12420093.4285714,0
Equity,Rita,Jamshedpur,Commission ratio,30-11-2020,Graduate,Male,6788.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12429926.5714286,12429926.5714286,12429926.5714286,0
Equity,Rita,Jamshedpur,Commission ratio,07-12-2020,Graduate,Male,6798.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12464342.5714286,12464342.5714286,12464342.5714286,0
Equity,Rita,Jamshedpur,Commission ratio,14-12-2020,Graduate,Male,6809.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12498758.5714286,12498758.5714286,12498758.5714286,0
Equity,Rita,Jamshedpur,Commission ratio,24-12-2020,Graduate,Male,6824.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12547924.2857143,12547924.2857143,12547924.2857143,0
Equity,Rita,Jamshedpur,Commission ratio,31-12-2020,Graduate,Male,6834.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12582340.2857143,12582340.2857143,12582340.2857143,0
Equity,Rita,Jamshedpur,Commission ratio,07-01-2021,Graduate,Male,6845.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12616756.2857143,12616756.2857143,12616756.2857143,0
Equity,Rita,Jamshedpur,Commission ratio,17-01-2021,Graduate,Male,6860.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12665922,12665922,12665922,0
Equity,Rita,Jamshedpur,Commission ratio,24-01-2021,Graduate,Male,6870.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12700338,12700338,12700338,0
Equity,Rita,Jamshedpur,Commission ratio,31-01-2021,Graduate,Male,6881.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12734754,12734754,12734754,0
Equity,Rita,Jamshedpur,Commission ratio,10-02-2021,Graduate,Male,6896.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12783919.7142857,12783919.7142857,12783919.7142857,0
Equity,Rita,Jamshedpur,Commission ratio,17-02-2021,Graduate,Male,6906.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12818335.7142857,12818335.7142857,12818335.7142857,0
Equity,Rita,Jamshedpur,Commission ratio,24-02-2021,Graduate,Male,6917.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12852751.7142857,12852751.7142857,12852751.7142857,0
Equity,Rita,Jamshedpur,Commission ratio,06-03-2021,Graduate,Male,6932.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12901917.4285714,12901917.4285714,12901917.4285714,0
Equity,Rita,Jamshedpur,Commission ratio,13-03-2021,Graduate,Male,6942.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12936333.4285714,12936333.4285714,12936333.4285714,0
Equity,Rita,Jamshedpur,Commission ratio,20-03-2021,Graduate,Male,6953.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,12970749.4285714,12970749.4285714,12970749.4285714,0
Equity,Rita,Jamshedpur,Commission ratio,30-03-2021,Graduate,Male,6968.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13019915.1428571,13019915.1428571,13019915.1428571,0
Equity,Rita,Jamshedpur,Commission ratio,06-04-2021,Graduate,Male,6978.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13054331.1428571,13054331.1428571,13054331.1428571,0
Equity,Rita,Jamshedpur,Commission ratio,13-04-2021,Graduate,Male,6989.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13088747.1428571,13088747.1428571,13088747.1428571,0
Equity,Rita,Jamshedpur,Commission ratio,23-04-2021,Graduate,Male,7004.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13137912.8571428,13137912.8571428,13137912.8571428,0
Equity,Rita,Jamshedpur,Commission ratio,30-04-2021,Graduate,Male,7014.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13172328.8571428,13172328.8571428,13172328.8571428,0
Equity,Rita,Jamshedpur,Commission ratio,07-05-2021,Graduate,Male,7025.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13206744.8571428,13206744.8571428,13206744.8571428,0
Equity,Rita,Jamshedpur,Commission ratio,17-05-2021,Graduate,Male,7040.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13255910.5714286,13255910.5714286,13255910.5714286,0
Equity,Rita,Jamshedpur,Commission ratio,24-05-2021,Graduate,Male,7050.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13290326.5714286,13290326.5714286,13290326.5714286,0
Equity,Rita,Jamshedpur,Commission ratio,31-05-2021,Graduate,Male,7061.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13324742.5714286,13324742.5714286,13324742.5714286,0
Equity,Rita,Jamshedpur,Commission ratio,10-06-2021,Graduate,Male,7076.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13373908.2857143,13373908.2857143,13373908.2857143,0
Equity,Rita,Jamshedpur,Commission ratio,17-06-2021,Graduate,Male,7086.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13408324.2857143,13408324.2857143,13408324.2857143,0
Equity,Rita,Jamshedpur,Commission ratio,24-06-2021,Graduate,Male,7097.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13442740.2857143,13442740.2857143,13442740.2857143,0
Equity,Rita,Jamshedpur,Commission ratio,04-07-2021,Graduate,Male,7112.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13491906,13491906,13491906,0
Equity,Rita,Jamshedpur,Commission ratio,11-07-2021,Graduate,Male,7122.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13526322,13526322,13526322,0
Equity,Rita,Jamshedpur,Commission ratio,18-07-2021,Graduate,Male,7133.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13560738,13560738,13560738,0
Equity,Rita,Jamshedpur,Commission ratio,28-07-2021,Graduate,Male,7148.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13609903.7142857,13609903.7142857,13609903.7142857,0
Equity,Rita,Jamshedpur,Commission ratio,04-08-2021,Graduate,Male,7158.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13644319.7142857,13644319.7142857,13644319.7142857,0
Equity,Rita,Jamshedpur,Commission ratio,11-08-2021,Graduate,Male,7169.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13678735.7142857,13678735.7142857,13678735.7142857,0
Equity,Rita,Jamshedpur,Commission ratio,21-08-2021,Graduate,Male,7184.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13727901.4285714,13727901.4285714,13727901.4285714,0
Equity,Rita,Jamshedpur,Commission ratio,28-08-2021,Graduate,Male,7194.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13762317.4285714,13762317.4285714,13762317.4285714,0
Equity,Rita,Jamshedpur,Commission ratio,04-09-2021,Graduate,Male,7205.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13796733.4285714,13796733.4285714,13796733.4285714,0
Equity,Rita,Jamshedpur,Commission ratio,14-09-2021,Graduate,Male,7220.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13845899.1428571,13845899.1428571,13845899.1428571,0
Equity,Rita,Jamshedpur,Commission ratio,21-09-2021,Graduate,Male,7230.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13880315.1428571,13880315.1428571,13880315.1428571,0
Equity,Rita,Jamshedpur,Commission ratio,28-09-2021,Graduate,Male,7241.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13914731.1428571,13914731.1428571,13914731.1428571,0
Equity,Rita,Jamshedpur,Commission ratio,08-10-2021,Graduate,Male,7256.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13963896.8571428,13963896.8571428,13963896.8571428,0
Equity,Rita,Jamshedpur,Commission ratio,15-10-2021,Graduate,Male,7266.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,13998312.8571428,13998312.8571428,13998312.8571428,0
Equity,Rita,Jamshedpur,Commission ratio,22-10-2021,Graduate,Male,7277.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14032728.8571428,14032728.8571428,14032728.8571428,0
Equity,Rita,Jamshedpur,Commission ratio,01-11-2021,Graduate,Male,7292.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14081894.5714286,14081894.5714286,14081894.5714286,0
Equity,Rita,Jamshedpur,Commission ratio,08-11-2021,Graduate,Male,7302.833333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14116310.5714286,14116310.5714286,14116310.5714286,0
Equity,Rita,Jamshedpur,Commission ratio,15-11-2021,Graduate,Male,7313.333333333,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14150726.5714286,14150726.5714286,14150726.5714286,0
Equity,Rita,Jamshedpur,Commission ratio,25-11-2021,Graduate,Male,7328.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14199892.2857143,14199892.2857143,14199892.2857143,0
Equity,Rita,Jamshedpur,Commission ratio,02-12-2021,Graduate,Male,7338.833333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14234308.2857143,14234308.2857143,14234308.2857143,0
Equity,Rita,Jamshedpur,Commission ratio,09-12-2021,Graduate,Male,7349.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14268724.2857143,14268724.2857143,14268724.2857143,0
Equity,Rita,Jamshedpur,Commission ratio,19-12-2021,Graduate,Male,7364.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14317890,14317890,14317890,0
Equity,Rita,Jamshedpur,Commission ratio,26-12-2021,Graduate,Male,7374.833333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14352306,14352306,14352306,0
Equity,Rita,Jamshedpur,Commission ratio,02-01-2022,Graduate,Male,7385.333333332,Broker,CIF adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Promotors,Distributors,40,14386722,14386722,14386722,0
